dataSource,scientificName,taxonRank,basisOfRecord,family,genus,species,date,year,dataset_id,dayOfYear,latitude,longitude,verbatimTrait,trait,annotationID,mappedTraits
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2015-10-11,2015,-9999,284,41.745537,-74.119392,Open flowers (1),open flower present,npn:6486413,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2015-10-14,2015,-9999,287,41.724197,-74.075989,Open flowers (1),open flower present,npn:7028452,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2015-10-15,2015,-9999,288,41.745537,-74.119392,Open flowers (1),open flower present,npn:6951962,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2015-10-19,2015,-9999,292,41.745537,-74.119392,Open flowers (1),open flower present,npn:6551099,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2015-10-20,2015,-9999,293,41.745537,-74.119392,Open flowers (1),open flower present,npn:6952168,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2013-07-05,2013,-9999,186,38.802597,-76.691757,Open flowers (1),open flower present,npn:2376727,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2013-07-09,2013,-9999,190,38.802597,-76.691757,Open flowers (1),open flower present,npn:2376734,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2013-07-12,2013,-9999,193,38.802597,-76.691757,Open flowers (1),open flower present,npn:2376741,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2013-07-16,2013,-9999,197,38.802597,-76.691757,Open flowers (1),open flower present,npn:2423918,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2013-07-19,2013,-9999,200,38.802597,-76.691757,Open flowers (1),open flower present,npn:2423925,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2013-07-19,2013,-9999,200,45.045544,-93.283005,Open flowers (1),open flower present,npn:3051978,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2013-07-23,2013,-9999,204,38.802597,-76.691757,Open flowers (1),open flower present,npn:2424198,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2013-07-26,2013,-9999,207,38.802597,-76.691757,Open flowers (1),open flower present,npn:2424205,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2013-07-30,2013,3,211,38.802597,-76.691757,Open flowers (1),open flower present,npn:2541289,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2013-08-02,2013,3,214,38.802597,-76.691757,Open flowers (1),open flower present,npn:2541296,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2013-08-06,2013,3,218,38.802597,-76.691757,Open flowers (1),open flower present,npn:2541303,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2013-08-09,2013,3,221,38.802597,-76.691757,Open flowers (1),open flower present,npn:2541310,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2013-08-13,2013,3,225,38.802597,-76.691757,Open flowers (1),open flower present,npn:2541317,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2013-08-16,2013,3,228,38.802597,-76.691757,Open flowers (1),open flower present,npn:2541324,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2013-08-17,2013,-9999,229,45.045544,-93.283005,Open flowers (1),open flower present,npn:3052577,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2013-08-20,2013,3,232,38.802597,-76.691757,Open flowers (1),open flower present,npn:2541331,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2013-08-23,2013,3,235,38.802597,-76.691757,Open flowers (1),open flower present,npn:2541338,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2013-08-27,2013,3,239,38.802597,-76.691757,Open flowers (1),open flower present,npn:2541345,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2013-08-30,2013,3,242,38.802597,-76.691757,Open flowers (1),open flower present,npn:2563799,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2013-08-30,2013,-9999,242,45.045544,-93.283005,Open flowers (1),open flower present,npn:3053353,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2013-09-03,2013,3,246,38.802597,-76.691757,Open flowers (1),open flower present,npn:2563806,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
